kW,kVAr
228.7634785,92.11952153
201.8351469,74.9258531
198.3829787,68.01702128
166.2733288,61.53667121
137.1721963,58.52680374
148.0270891,68.87791086
128.1301074,66.15089264
140.7242486,66.46975145
176.7552843,71.9317157
186.269,65.742
208.8684372,73.49656285
236.5098934,76.1911066
195.1421945,61.42180549
222.3839791,69.11502086
232.1950867,89.16291329
255.9206897,94.92331034
198.6506546,76.35634537
151.1923684,56.11263158
137.3014094,48.6795906
162.7902162,64.50178378
241.4865044,79.54849558
230.3533758,71.0256242
199.7766218,61.37137821
178.7175499,58.83445007
177.4791351,57.04686486
197.6479064,61.2070936
174.1153533,58.88264674
160.7141228,54.83187719
147.8216102,54.14938983
151.5065421,51.13345794
120.0121429,48.00485714
104.4826036,49.06139645
116.142585,52.49041503
129.9495455,55.03745455
163.9445517,77.61044832
180.3986395,84.78736054
177.4358268,87.67417323
210.4689587,95.61304126
172.1182322,84.41276779
194.1075862,87.34841379
183.7572921,94.24970789
197.7550713,92.08892872
215.1472626,105.7807374
233.1486784,108.3013216
230.1504378,111.1895622
237.9552065,112.0497935
215.1472626,105.7807374
219.5304651,112.1385349
252.8597061,123.8862939
284.1532961,114.2757039
242.1536872,91.27331285
253.3255245,100.0944755
206.3737166,89.22628337
173.6972884,79.74971156
147.7833381,63.98866187
144.1077966,68.45120339
187.9179571,62.53404288
187.7599179,50.94008208
124.8137647,38.40423529
166.460391,48.48360902
151.8552824,42.64871761
176.5916619,50.54733809
188.8908356,52.75916442
183.0722905,50.9987095
188.8908356,52.75916442
175.8708564,55.63914365
140.6683824,50.64061765
166.86576,64.89224
211.8574514,76.6425486
199.22325,66.40775
162.4824719,59.99352809
226.8417391,77.50426087
206.0028667,74.91013333
232.1950867,89.16291329
209.6376267,86.30337332
205.1306674,81.43533262
168.9117417,65.08525828
179.0785455,48.21345455
137.4935856,63.31941441
135.4329545,63.20204545
119.3477717,49.57522826
137.9644234,61.85657663
158.1786108,83.37638923
171.7515247,92.39047534
188.5963161,98.01068394
223.9403202,104.6056798
162.5195455,75.84245455
171.7079576,63.68804244
182.9048099,63.78219011
238.0574054,100.7165946
250.6700685,106.3819315
246.8663294,110.8626706
222.8986063,107.7093937
215.6467416,104.2292584
246.6309256,117.3000744
249.9815845,120.3504155
278.1134856,129.8865144
255.8899,109.6671
212.4124708,80.00352916
211.3967821,68.66421793
159.6817812,61.39221879
120.1084622,52.90853779
125.1947059,51.29929412
141.8551703,57.35882972
136.44768,55.19232
180.8257143,59.00628571
183.417531,67.14946898
194.7098476,71.0301524
196.7795455,71.21545455
226.8417391,77.50426087
199.7766218,61.37137821
168.2886676,53.34433238
177.4791351,57.04686486
182.9384034,59.17659658
151.5065421,51.13345794
186.0463768,70.69762319
257.2367688,96.69623117
248.008,93.003
211.0969528,78.23004721
229.3351844,77.28281557
227.68425,75.89475
178.1417817,68.77821832
166.86576,64.89224
154.9103526,62.57764739
150.8786834,57.27231657
131.4474737,46.94552632
113.499962,47.85403802
107.8233708,52.11462921
104.9617188,48.58228125
128.7446921,58.16230794
157.0469609,57.84303907
136.44768,55.19232
117.7464968,67.11550318
150.4215274,62.62447262
116.7232278,50.93377215
141.8551703,57.35882972
176.2623667,63.64163329
135.7948177,56.75918225
123.9568983,54.42010169
94.77510373,47.97989627
92.35635593,48.26364407
158.9731224,62.97187761
156.9392857,62.77571429
155.8284112,70.80358879
176.8484135,76.83758654
197.3041694,84.42783062
184.078038,80.32496203
161.991203,77.39579699
122.4191366,65.48686342
132.0109361,67.63706389
130.1003593,67.41564072
128.1970588,67.19294118
102.0093701,50.40462992
189.6339708,67.70402923
164.9126801,55.18231988
137.3014094,48.6795906
191.8076336,59.46036641
153.6078207,51.30817929
172.5345763,53.67742373
185.0548303,59.34516971
199.7766218,61.37137821
212.0184615,63.60553846
148.5996501,52.55734992
136.5315615,50.26843854
177.8697622,60.44423778
194.2434777,63.04952228
195.1421945,61.42180549
186.673133,60.74786701
147.8216102,54.14938983
149.8906422,54.3353578
141.966573,52.41842697
164.9126801,55.18231988
134.0481419,50.50185811
130.676875,48.537125
128.618021,48.34797898
94.77510373,47.97989627
90.03883721,49.59516279
84.80190265,47.37209735
113.1366078,55.37739223
106.4693186,64.75668143
140.2148711,68.01912894
187.3457193,77.39528074
178.7011203,78.14387972
150.470467,68.61453297
173.4644118,74.86358824
151.8888295,70.3801705
146.0645863,68.66541374
157.8068966,71.01310345
130.5503927,65.86860725
117.162987,63.26801299
98.77613244,54.84286756
100.6574525,55.06554753
154.4221951,69.03580488
178.1185129,79.70048712
179.3053444,76.58465558
193.8657143,77.54628571
215.5989075,92.92009252
179.8756757,86.34032432
142.5795811,81.90741892
148.4388298,74.81317021
188.5326018,80.27839819
190.4853349,75.57966513
187.7599179,50.94008208
185.4859309,67.33606905
155.5938762,61.00512376
191.7142857,67.88571429
205.5068063,71.53519366
210.562377,74.86662295
178.3363566,63.82564341
146.5221317,52.37386834
140.6683824,50.64061765
127.8998354,49.92716464
127.8998354,49.92716464
200.0907194,64.79128058
221.1833333,67.31666667
212.29004,67.03896
197.1227545,66.23324551
150.6814815,52.73851852
169.1166393,60.13036066
126.5661307,48.15686926
134.0481419,50.50185811
137.3014094,48.6795906
127.305,46.575
105.5160079,47.02999209
103.6514286,45.72857143
123.384547,55.97445302
140.729785,72.88321498
195.4310526,90.19894737
212.5482213,94.73577866
191.0310909,90.25090909
187.127027,89.82097297
214.4193093,96.03569066
218.9839535,94.89304651
218.8679485,89.99605154
239.2841608,103.5888392
284.2037727,119.1822273
273.1298611,120.1771389
252.4519417,119.0130583
216.1144592,109.1005408
208.384357,101.810643
233.1486784,108.3013216
237.9948712,95.81212879
224.2949851,87.2430149
201.8702809,74.5367191
203.9347989,74.72420112
149.0604539,60.85354612
154.2572254,59.23477457
166.2368935,71.37510655
228.1057198,88.77628016
189.8124312,77.14956881
174.1922513,63.45574869
200.875514,67.79548598
200.0579118,69.39508817
183.417531,67.14946898
206.3294812,69.93151881
216.6688144,63.55618557
197.0292278,58.13977215
199.7766218,61.37137821
148.5996501,52.55734992
197.9794934,64.62050663
185.9663158,57.71368421
232.2580645,67.74193548
178.7175499,58.83445007
196.7461614,62.83183863
172.8679862,57.09401379
198.8639125,63.00008748
158.6220619,54.65393814
139.3812562,48.86174376
144.8275241,51.00447588
154.4804446,49.68855538
139.3812562,48.86174376
110.1176471,45.88235294
103.0693548,47.29064516
125.9472689,54.62773109
172.6211818,89.28681818
215.2724737,99.35652632
227.0234807,101.7065193
179.0064101,95.86458988
217.178378,113.464622
214.6626667,107.3313333
209.3380725,104.0709275
193.1010109,104.3629891
217.5939189,104.4450811
253.7732082,104.5667918
247.28625,104.40975
214.2111589,102.4618411
212.2643536,102.2456464
197.7611043,95.28489571
170.6779433,82.64405674
219.5313759,88.42662413
232.1950867,89.16291329
241.3764687,97.78053128
205.2013793,92.34062069
206.0620688,95.66093121
211.8870991,97.37790087
228.2095251,110.9724749
206.5324766,88.12052336
209.3713428,76.87365721
166.86576,64.89224
182.6352016,55.75179839
160.7141228,54.83187719
184.7699933,55.91300668
237.7447289,77.98027108
248.1924547,83.46854528
253.6620038,81.80599622
235.2389053,82.80409467
164.9680055,59.76199446
178.7175499,58.83445007
232.6934476,79.24155242
232.6934476,79.24155242
231.0001008,78.66489919
216.0053846,77.01061538
202.6338235,72.94817647
172.021688,68.19431202
172.718866,66.62013402
162.1181903,66.07080965
149.1316364,55.92436364
141.4670792,49.04192079
123.8328571,49.53314286
105.5160079,47.02999209
108.1076931,45.67930693
117.5569474,54.25705263
145.5404729,70.21952712
146.744201,81.00279897
179.3711409,87.89185906
182.751978,89.87802198
201.1428974,97.26910262
232.212952,98.99604797
189.5191815,94.90881847
187.1331132,96.23988679
227.3244409,106.5865591
219.2125118,99.77948815
191.9455462,93.57345378
211.0327075,94.06029249
200.2378301,93.94616991
222.3685878,96.86741221
238.7800567,89.30994329
199.1444664,85.73853362
159.6527174,66.31728261
146.4007018,62.22029825
173.3737768,69.9632232
164.2381395,71.16986047
158.3600855,59.61791453
155.5938762,61.00512376
167.5879839,63.31101613
170.4092959,53.51170413
140.2019244,47.25907563
154.4804446,49.68855538
170.4092959,53.51170413
161.5624336,53.22056637
210.8373081,61.80269185
206.82863,64.91237002
214.1592816,63.76471842
174.1153533,58.88264674
138.5966063,50.45539374
214.798873,84.69212705
267.0725312,103.7414688
260.6110881,98.65991192
234.2454458,89.35455417
217.0619033,88.67209668
191.31,83.812
222.9129539,90.39504612
201.7752564,84.37874359
157.6353814,61.19961864
137.3014094,48.6795906
134.0481419,50.50185811
134.4256774,54.99232258
138.2886804,66.73931965
126.2263107,59.50668932
142.1581081,68.23589189
167.9761565,91.94484354
185.1825435,89.60445652
176.8484135,76.83758654
219.0192603,107.2747397
252.4519417,119.0130583
245.7433361,113.9766639
280.8194172,117.2115828
263.116637,113.155363
229.4653955,95.45760452
220.982377,95.09862295
220.982377,95.09862295
217.8048276,98.01217241
235.1138947,108.5141053
242.0783362,107.1196638
270.4268387,110.6291613
257.1566667,106.5363333
253.6753279,90.19567213
202.6338235,72.94817647
186.269,65.742
175.7767021,60.26629787
145.6790105,58.88498951
101.0997251,47.07927495
110.8851992,49.21480076
172.5345763,53.67742373
152.3667925,49.51920755
156.5997523,49.85624768
151.5065421,51.13345794
148.1521086,49.17389137
199.7766218,61.37137821
212.9847887,61.95921127
212.9847887,61.95921127
174.9776027,57.26539726
133.5276087,47.1273913
216.530787,80.38121301
247.2788427,94.58415732
272.9092347,95.98876531
231.8758116,80.84318838
215.2265287,78.60447134
186.0463768,70.69762319
192.5453356,80.68566443
208.9946968,87.86930319
186.0744279,80.53057208
149.1316364,55.92436364
143.5580851,49.21991489
129.9430928,50.12090722
115.3328044,49.16819557
141.8551703,57.35882972
148.4078882,62.42311176
185.1825435,89.60445652
238.4979931,110.4940069
209.8322365,103.5767635
204.5124192,100.3155808
243.2476131,115.3173869
253.2879684,111.0220316
257.3975783,117.4094217
258.8974337,118.0935663
244.8872449,110.6527551
222.0402925,103.3167075
227.6083333,100.1476667
188.5645192,91.58848077
215.7073814,95.7386186
264.3391015,105.1208985
259.8392797,105.1657203
236.6440428,94.04295725
217.2964836,78.78951637
196.7795455,71.21545455
174.7658579,66.81314213
167.4935955,74.24040449
166.9270818,75.79391822
166.3819004,77.34509963
195.6151288,84.86687124
201.7752564,84.37874359
192.5453356,80.68566443
166.86576,64.89224
203.4218679,71.35413212
161.0125414,63.16645856
188.1012545,70.8877455
231.8758116,80.84318838
245.7029211,79.89307887
240.6399853,81.15701466
136.5315615,50.26843854
198.8639125,63.00008748
155.7448529,56.06814706
194.2434777,63.04952228
193.3729975,64.66900246
191.2712361,64.49476391
190.9007576,61.08824242
160.3188493,64.74415068
229.3847672,81.07023279
176.0968939,68.58510606
139.9041262,52.23087379
137.8469168,52.0410832
128.5786869,53.26831313
99.61280943,51.73919057
93.92518219,51.07181781
91.92472803,49.81727197
120.9406143,56.23738567
145.0246285,60.45237147
131.5234462,62.77255385
117.965118,59.13188196
142.6805954,66.68440459
176.0981595,73.50184049
165.6300127,72.93798726
202.4262581,82.81074194
192.5453356,80.68566443
195.9286154,82.65738462
161.1000768,74.07592318
168.9006897,76.00531034
158.6082609,75.41373913
202.4262581,82.81074194
164.1417044,66.27029561
183.9959781,70.50602187
193.2261561,74.19884393
120.9406143,56.23738567
91.15265306,52.92734694
162.1181903,66.07080965
140.1729133,65.30408668
102.0093701,50.40462992
92.35635593,48.26364407
160.7141228,54.83187719
154.8615957,53.09540426
141.4670792,49.04192079
160.7141228,54.83187719
199.7766218,61.37137821
168.6619301,56.74606993
198.8639125,63.00008748
146.5221317,52.37386834
149.8906422,54.3353578
136.5315615,50.26843854
154.9103526,62.57764739
277.7495451,104.2724549
271.3389394,99.17906061
248.6239681,86.86103189
225.7569849,84.07501508
176.0981595,73.50184049
164.8575,69.6065
193.2261561,74.19884393
162.7902162,64.50178378
147.8216102,54.14938983
138.5966063,50.45539374
131.7123077,51.45969231
113.1366078,55.37739223
101.2837586,53.30724138
128.5979567,64.59804334
127.3424752,56.39452475
151.3599612,78.35103876
131.8766949,75.60930508
169.2464583,87.29554167
173.561659,86.18234101
177.5320261,94.09197386
217.0854263,105.9975737
160.4609481,98.02705192
167.2808491,86.03015094
161.9908706,83.81912938
142.8572318,79.52876821
137.6261172,77.30488283
169.4785112,74.44948883
193.8657143,77.54628571
193.2261561,74.19884393
173.4421818,65.04081818
145.6790105,58.88498951
128.5786869,53.26831313
102.7160357,48.65496429
125.3596922,56.18530782
95.70751807,51.39848193
96.13712195,49.84887805
141.3078857,53.92011429
